hour,rss_mb
0.9978,965.17
1.0008,966.77
1.0038,966.77
1.0068,966.77
1.0098,966.77
1.0129,966.77
1.0159,966.77
1.0189,966.77
1.0219,966.77
1.0249,966.77
1.0279,966.77
1.031,966.77
1.034,966.77
1.037,966.77
1.04,966.77
1.043,966.77
1.0461,966.77
1.0491,966.77
1.0521,966.77
1.0551,966.77
1.0581,966.77
1.0611,966.77
1.0641,966.77
1.0671,966.77
1.0702,966.77
1.0732,966.77
1.0762,966.77
1.0792,966.77
1.0822,966.77
1.0852,966.77
1.0882,966.77
1.0912,966.77
1.0943,966.77
1.0973,966.77
1.1003,966.77
1.1033,966.77
1.1063,966.77
1.1093,966.77
1.1123,966.77
1.1154,966.77
1.1184,966.77
1.1214,966.77
1.1244,966.77
1.1274,966.77
1.1304,966.77
1.1334,966.77
1.1364,966.77
1.1395,966.77
1.1425,966.77
1.1455,966.77
1.1485,966.77
1.1515,966.77
1.1545,966.77
1.1575,966.77
1.1605,966.77
1.1636,966.77
1.1666,966.77
1.1696,966.77
1.1726,966.77
1.1756,966.77
1.1786,966.77
1.1816,966.77
1.1846,966.77
1.1877,966.77
1.1907,966.77
1.1938,966.77
1.1968,966.77
1.1998,966.77
1.2028,966.77
1.2058,966.77
1.2088,966.77
1.2118,966.77
1.2149,966.77
1.2179,966.77
1.2209,966.77
1.2239,966.77
1.2269,966.77
1.2299,966.77
1.2329,966.77
1.236,966.77
1.239,966.77
1.2421,966.77
1.2451,966.77
1.2481,966.77
1.2512,966.77
1.2542,966.77
1.2572,966.77
1.2602,966.77
1.2632,966.77
1.2662,966.77
1.2692,966.77
1.2723,966.77
1.2753,966.77
1.2783,966.77
1.2813,966.77
1.2843,966.77
1.2873,966.77
1.2903,966.77
1.2933,966.77
1.2964,966.77
1.2994,966.77
1.3024,966.77
1.3055,966.77
1.3085,966.77
1.3115,966.77
1.3145,966.77
1.3176,966.77
1.3206,966.77
1.3236,966.77
1.3266,966.77
1.3296,966.77
1.3326,966.77
1.3357,966.77
1.3387,966.77
1.3417,966.77
1.3447,966.77
1.3477,966.77
1.3507,966.77
1.3538,966.77
1.3568,966.77
1.3598,966.77
1.3628,966.77
1.3658,966.77
1.3688,966.77
1.3718,966.77
1.3748,966.77
1.3779,966.77
1.3809,966.77
1.3839,966.77
1.3869,966.77
1.3899,966.77
1.3929,966.77
1.3959,966.77
1.3989,966.77
1.402,966.77
1.405,966.77
1.408,966.77
1.4111,966.77
1.4141,966.77
1.4171,966.77
1.4201,966.77
1.4231,966.77
1.4262,966.77
1.4292,966.77
1.4322,966.77
1.4353,966.77
1.4383,966.77
1.4413,966.77
1.4444,966.77
1.4474,966.77
1.4504,966.77
1.4534,966.77
1.4564,966.77
1.4594,966.77
1.4624,966.77
1.4655,966.77
1.4685,966.77
1.4715,966.77
1.4745,966.77
1.4775,966.77
1.4806,966.77
1.4836,966.77
1.4866,966.77
1.4896,966.77
1.4926,966.77
1.4957,966.77
1.4987,966.77
1.5017,966.77
1.5047,966.77
1.5077,966.77
1.5107,966.77
1.5138,966.77
1.5168,966.77
1.5198,966.77
1.5228,966.77
1.5258,966.77
1.5288,966.77
1.5318,966.77
1.5349,966.77
1.5379,966.77
1.5409,966.77
1.5439,966.77
1.5469,966.77
1.55,966.77
1.5531,966.77
1.5561,966.77
1.5591,966.77
1.5621,966.77
1.5651,966.77
1.5682,966.77
1.5712,966.77
1.5742,966.77
1.5772,966.77
1.5802,966.77
1.5833,966.77
1.5863,966.77
1.5893,966.77
1.5923,966.77
1.5953,966.77
1.5983,966.77
1.6013,966.77
1.6043,966.77
1.6073,966.77
1.6104,966.77
1.6134,966.77
1.6164,966.77
1.6194,966.77
1.6224,966.77
1.6254,966.77
1.6284,966.77
1.6314,966.77
1.6345,966.77
1.6375,966.77
1.6405,966.77
1.6435,966.77
1.6465,966.77
1.6496,966.77
1.6526,966.77
1.6556,966.77
1.6586,966.77
1.6616,966.77
1.6646,966.77
1.6676,966.77
1.6707,966.77
1.6737,966.77
1.6767,966.77
1.6797,966.77
1.6827,966.77
1.6857,966.77
1.6887,966.77
1.6918,966.77
1.6948,966.77
1.6978,966.77
1.7008,966.77
1.7038,966.77
1.7068,966.77
1.7098,966.77
1.7128,966.77
1.716,966.77
1.719,966.77
1.722,966.77
1.725,966.77
1.728,966.77
1.7311,966.77
1.7341,966.77
1.7371,966.77
1.7401,966.77
1.7431,966.77
1.7461,966.77
1.7491,966.77
1.7522,966.77
1.7553,966.77
1.7583,966.77
1.7613,966.77
1.7643,966.77
1.7673,966.77
1.7703,966.77
1.7734,966.77
1.7764,966.77
1.7794,966.77
1.7824,966.77
1.7854,966.77
1.7885,966.77
1.7915,966.77
1.7945,966.77
1.7975,966.77
1.8005,966.77
1.8035,966.77
1.8066,966.77
1.8096,966.77
1.8126,966.77
1.8156,966.77
1.8186,966.77
1.8216,966.77
1.8246,966.77
1.8276,966.77
1.8307,966.77
1.8337,966.77
1.8367,966.77
1.8397,966.77
1.8427,966.77
1.8457,966.77
1.8487,966.77
1.8517,966.77
1.8548,966.77
1.8578,966.77
1.8608,966.77
1.8638,966.77
1.8668,966.77
1.8698,966.77
1.8728,966.77
1.8758,966.77
1.8789,966.77
1.8819,966.77
1.8849,966.77
1.8879,966.77
1.8909,966.77
1.8939,966.77
1.897,966.77
1.9,966.77
1.903,966.77
1.906,966.77
1.909,966.77
1.912,966.77
1.915,966.77
1.918,966.77
1.9211,966.77
1.9241,966.77
1.9271,966.77
1.9301,966.77
1.9331,966.77
1.9361,966.77
1.9391,966.77
1.9422,966.77
1.9452,966.77
1.9482,966.77
1.9512,966.77
1.9542,966.77
1.9572,966.77
1.9602,966.77
1.9633,966.77
1.9663,966.77
1.9693,966.77
1.9726,966.77
1.9758,966.77
1.9788,966.77
1.9818,966.77
1.9848,966.77
1.9878,966.77
1.9909,966.77
1.9939,966.77
1.9969,966.77
1.9999,966.77
2.0029,966.77
2.0059,966.77
2.0089,966.77
2.0123,966.77
2.0155,966.77
2.0186,966.77
2.0216,966.77
2.0246,966.77
2.0276,966.77
2.0306,966.77
2.0337,966.77
2.0367,966.77
2.0397,966.77
2.0427,966.77
2.0457,966.77
2.0487,966.77
2.0518,966.77
2.0548,966.77
2.0578,966.77
2.0608,966.77
2.0638,966.77
2.0668,966.77
2.0698,966.77
2.0729,966.77
2.0759,966.77
2.079,966.77
2.082,966.77
2.085,966.77
2.088,966.77
2.091,966.77
2.0941,966.77
2.0971,966.77
2.1001,966.77
2.1031,966.77
2.1061,966.77
2.1091,966.77
2.1121,966.77
2.1152,966.77
2.1182,966.77
2.1212,966.77
2.1242,966.77
2.1272,966.77
2.1302,966.77
2.1333,966.77
2.1363,966.77
2.1393,966.77
2.1423,966.77
2.1453,966.77
2.1483,966.77
2.1513,966.77
2.1544,966.77
2.1574,966.77
2.1604,966.77
2.1634,966.77
2.1664,966.77
2.1694,966.77
2.1724,966.77
2.1754,966.77
2.1785,966.77
2.1815,966.77
2.1845,966.77
2.1876,966.77
2.1906,966.77
2.1936,966.77
2.1966,966.77
2.1997,966.77
2.2027,966.77
2.2057,966.77
2.2087,966.77
2.2117,966.77
2.2148,966.77
2.2178,966.77
2.2208,966.77
2.2238,966.77
2.2268,966.77
2.2298,966.77
2.2329,966.77
2.2359,966.77
2.2389,966.77
2.2419,966.77
2.2449,966.77
2.2479,966.77
2.2509,966.77
2.2539,966.77
2.257,966.77
2.26,966.77
2.263,966.77
2.266,966.77
2.269,966.77
2.272,966.77
2.275,966.77
2.278,966.77
2.2811,966.77
2.2841,966.77
2.2871,966.77
2.2901,966.77
2.2931,966.77
2.2961,966.77
2.2991,966.77
2.3022,966.77
2.3052,966.77
2.3082,966.77
2.3112,966.77
2.3142,966.77
2.3172,966.77
2.3202,966.77
2.3233,966.77
2.3263,966.77
2.3293,966.77
2.3323,966.77
2.3353,966.77
2.3383,966.77
2.3413,966.77
2.3443,966.77
2.3474,966.77
2.3504,966.77
2.3534,966.77
2.3564,966.77
2.3594,966.77
2.3624,966.77
2.3654,966.77
2.3684,966.77
2.3715,966.77
2.3745,966.77
2.3775,966.77
2.3805,966.77
2.3835,966.77
2.3865,966.77
2.3895,966.77
2.3925,966.77
2.3956,966.77
2.3986,966.77
2.4016,966.77
2.4046,966.77
2.4076,966.77
2.4106,966.77
2.4137,966.77
2.4167,966.77
2.4197,966.77
2.4227,966.77
2.4257,966.77
2.4287,966.77
2.4318,966.77
2.4349,966.77
2.4379,966.77
2.4409,966.77
2.4439,966.77
2.447,966.77
2.45,966.77
2.453,966.77
2.456,966.77
2.459,966.77
2.462,966.77
2.465,966.77
2.4681,966.77
2.4711,966.77
2.4741,966.77
2.4771,966.77
2.4802,966.77
2.4832,966.77
2.4862,966.77
2.4892,966.77
2.4922,966.77
2.4952,966.77
2.4983,966.77
2.5013,966.77
2.5043,966.77
2.5073,966.77
2.5103,966.77
2.5133,966.77
2.5164,966.77
2.5194,966.77
2.5224,966.77
2.5254,966.77
2.5284,966.77
2.5314,966.77
2.5344,966.77
2.5375,966.77
2.5405,966.77
2.5435,966.77
2.5465,966.77
2.5495,966.77
2.5525,966.77
2.5556,966.77
2.5586,966.77
2.5616,966.77
2.5646,966.77
2.5676,966.77
2.5706,966.77
2.5736,966.77
2.5767,966.77
2.5797,966.77
2.5827,966.77
2.5857,966.77
2.5887,966.77
2.5918,966.77
2.5948,966.77
2.5978,966.77
2.6008,966.77
2.6038,966.77
2.6068,966.77
2.6099,966.77
2.6129,966.77
2.6159,966.77
2.6189,966.77
2.6219,966.77
2.6249,966.77
2.6279,966.77
2.631,966.77
2.634,966.77
2.637,966.77
2.64,966.77
2.643,966.77
2.646,966.77
2.649,966.77
2.6521,966.77
2.6551,966.77
2.6581,966.77
2.6611,966.77
2.6641,966.77
2.6671,966.77
2.6701,966.77
2.6732,966.77
2.6762,966.77
2.6792,966.77
2.6822,966.77
2.6852,966.77
2.6882,966.77
2.6912,966.77
2.6942,966.77
2.6973,966.77
2.7003,966.77
2.7033,966.77
2.7063,966.77
2.7093,966.77
2.7123,966.77
2.7153,966.77
2.7184,966.77
2.7214,966.77
2.7244,966.77
2.7274,966.77
2.7304,966.77
2.7334,966.77
2.7365,966.77
2.7395,966.77
2.7425,966.77
2.7455,966.77
2.7485,966.77
2.7516,966.77
2.7546,966.77
2.7576,966.77
2.7606,966.77
2.7637,966.77
2.7667,966.77
2.7697,966.77
2.7727,966.77
2.7758,966.77
2.7788,966.77
2.7818,966.77
2.7848,966.77
2.7878,966.77
2.7908,966.77
2.7939,966.77
2.7969,966.77
2.7999,966.77
2.8029,966.77
2.8059,966.77
2.8089,966.77
2.812,966.77
2.815,966.77
2.818,966.77
2.821,966.77
2.824,966.77
2.827,966.77
2.83,966.77
2.833,966.77
2.8361,966.77
2.8391,966.77
2.8421,966.77
2.8451,966.77
2.8481,966.77
2.8511,966.77
2.8541,966.77
2.8572,966.9
2.8602,966.9
2.8632,966.9
2.8662,966.9
2.8692,966.9
2.8722,966.9
2.8752,966.9
2.8782,966.9
2.8813,966.9
2.8843,966.9
2.8873,966.9
2.8903,966.9
2.8933,966.9
2.8963,966.9
2.8994,966.9
2.9024,966.9
2.9054,966.9
2.9084,966.9
2.9114,966.9
2.9144,966.9
2.9174,966.9
2.9204,966.9
2.9235,966.9
2.9265,966.9
2.9295,966.9
2.9325,966.9
2.9355,966.9
2.9385,966.9
2.9415,966.9
2.9446,966.9
2.9476,966.9
2.9506,966.9
2.9536,966.9
2.9566,966.9
2.9596,966.9
2.9626,966.9
2.9657,966.9
2.9687,966.9
2.972,966.9
2.9753,966.9
2.9784,966.9
2.9814,966.9
2.9844,966.9
2.9874,966.9
2.9904,966.9
2.9934,966.9
2.9964,966.9
2.9995,966.9
3.0025,966.9
3.0055,966.9
3.0085,966.9
3.0116,966.9
3.0146,966.9
3.0176,966.9
3.0207,966.9
3.0237,966.9
3.0267,966.9
3.0297,966.9
3.0327,966.9
3.0358,966.9
3.0388,966.9
3.0418,966.9
3.0448,966.9
3.0478,966.9
3.0508,966.9
3.0538,966.9
3.0569,966.9
3.0599,966.9
3.0629,966.9
3.066,966.93
3.069,966.93
3.072,966.93
3.075,966.93
3.078,966.93
3.0811,966.93
3.0841,966.93
3.0871,966.9
3.0901,966.9
3.0931,966.9
3.0961,966.9
3.0991,966.9
3.1022,966.9
3.1052,966.9
3.1082,966.9
3.1112,966.9
3.1142,966.9
3.1172,966.9
3.1202,966.9
3.1232,966.9
3.1263,966.9
3.1293,966.9
3.1323,966.9
3.1353,966.9
3.1383,966.9
3.1413,966.9
3.1444,966.9
3.1474,966.9
3.1504,966.9
3.1534,966.9
3.1564,966.9
3.1594,966.9
3.1624,966.9
3.1654,966.9
3.1685,966.9
3.1715,966.9
3.1745,966.9
3.1775,966.9
3.1805,966.9
3.1835,966.9
3.1865,966.9
3.1896,966.9
3.1926,966.9
3.1957,966.9
3.1987,966.9
3.2017,966.9
3.2047,966.9
3.2078,966.9
3.2108,966.9
3.2138,966.9
3.2168,966.9
3.2198,966.9
3.2229,966.9
3.2259,966.9
3.2289,966.9
3.2319,966.9
3.2349,966.9
3.2379,966.9
3.241,966.9
3.244,966.9
3.247,966.9
3.25,966.9
3.253,966.9
3.256,966.9
3.259,966.9
3.262,966.9
3.2651,966.9
3.2681,966.9
3.2711,966.9
3.2741,966.9
3.2771,966.9
3.2801,966.9
3.2831,966.9
3.2861,966.9
3.2892,966.9
3.2922,966.9
3.2952,966.9
3.2982,966.9
3.3012,966.9
3.3042,966.9
3.3072,966.9
3.3103,966.9
3.3133,966.9
3.3164,966.96
3.3194,966.96
3.3224,966.96
3.3254,966.96
3.3284,966.96
3.3314,966.96
3.3344,966.96
3.3375,966.96
3.3405,966.96
3.3435,966.96
3.3465,966.96
3.3495,966.9
3.3525,966.9
3.3555,966.9
3.3585,966.9
3.3616,966.9
3.3646,966.9
3.3676,966.9
3.3706,966.9
3.3736,966.9
3.3766,966.9
3.3796,966.9
3.3826,966.9
3.3857,966.9
3.3887,966.9
3.3917,966.9
3.3947,966.9
3.3977,966.9
3.4007,966.9
3.4038,966.9
3.4068,966.9
3.4098,966.9
3.4128,966.9
3.4158,966.9
3.4188,966.9
3.4218,966.9
3.4249,966.9
3.4279,966.9
3.4309,966.9
3.4339,966.9
3.437,966.9
3.44,966.9
3.443,966.9
3.446,966.9
3.449,966.9
3.452,966.9
3.4551,966.9
3.4581,966.9
3.4611,966.9
3.4641,966.9
3.4671,966.9
3.4701,966.9
3.4731,966.9
3.4762,966.9
3.4792,966.9
3.4822,966.9
3.4852,966.9
3.4882,966.9
3.4912,966.9
3.4942,966.9
3.4973,966.9
3.5003,966.9
3.5033,966.9
3.5063,966.9
3.5093,966.9
3.5123,966.9
3.5153,966.9
3.5184,966.9
3.5214,966.9
3.5244,966.9
3.5274,966.9
3.5304,966.9
3.5334,966.9
3.5365,966.9
3.5395,966.9
3.5425,966.91
3.5455,966.91
3.5485,966.91
3.5516,966.91
3.5547,966.91
3.5577,966.91
3.5607,966.91
3.5637,966.91
3.5667,966.91
3.5697,966.91
3.5727,966.91
3.5757,966.91
3.5788,966.91
3.5818,966.91
3.5848,966.91
3.5878,966.91
3.5908,966.91
3.5938,966.91
3.5969,966.91
3.5999,966.91
3.6029,966.91
3.6059,966.91
3.6089,966.91
3.6119,966.91
3.6149,966.91
3.6179,966.91
3.621,966.91
3.624,966.91
3.627,966.91
3.63,966.91
3.633,966.91
3.636,966.91
3.639,966.91
3.6421,966.91
3.6451,966.91
3.6481,966.91
3.6511,966.91
3.6541,966.91
3.6571,966.91
3.6601,966.91
3.6631,966.91
3.6662,966.91
3.6692,966.91
3.6722,966.91
3.6752,966.91
3.6782,966.91
3.6812,966.91
3.6842,966.91
3.6873,966.91
3.6903,966.91
3.6933,966.91
3.6963,966.91
3.6993,966.91
3.7023,966.91
3.7053,966.91
3.7083,966.91
3.7114,966.91
3.7144,966.91
3.7174,966.91
3.7204,966.91
3.7234,966.91
3.7264,966.91
3.7294,966.91
3.7325,966.91
3.7355,966.91
3.7385,966.91
3.7415,966.91
3.7445,966.91
3.7475,966.91
3.7506,966.91
3.7536,966.91
3.7566,966.91
3.7597,966.91
3.7627,966.91
3.7657,966.91
3.7687,966.91
3.7717,966.91
3.7747,966.91
3.7777,966.91
3.7808,966.91
3.7838,966.91
3.7868,966.91
3.7898,966.91
3.7928,966.91
3.7958,966.91
3.7988,966.91
3.8019,966.91
3.8049,966.91
3.8079,966.91
3.8109,966.91
3.8139,966.91
3.8169,966.91
3.8199,966.91
3.823,966.91
3.826,966.91
3.829,966.91
3.832,966.91
3.835,966.91
3.838,966.91
3.841,966.91
3.8441,966.91
3.8471,966.91
3.8501,966.91
3.8531,966.91
3.8561,966.91
3.8591,966.91
3.8621,966.91
3.8652,966.91
3.8682,966.91
3.8712,966.91
3.8742,966.91
3.8772,966.91
3.8802,966.91
3.8832,966.91
3.8862,966.91
3.8893,966.91
3.8923,966.91
3.8953,966.91
3.8983,966.91
3.9013,966.91
3.9043,966.91
3.9073,966.91
3.9104,966.91
3.9134,966.91
3.9164,966.91
3.9194,966.91
3.9224,966.91
3.9254,966.91
3.9284,966.91
3.9315,966.91
3.9345,966.91
3.9375,966.91
3.9405,966.91
3.9435,966.91
3.9465,966.91
3.9495,966.91
3.9525,966.91
3.9556,966.91
3.9586,966.91
3.9616,966.91
3.9646,966.91
3.9676,966.91
3.9706,966.91
3.9739,966.91
3.977,966.91
3.98,966.91
3.983,966.91
3.9861,966.91
3.9891,966.91
3.9921,966.91
3.9951,966.91
3.9981,966.91
4.0012,966.91
4.0042,966.91
4.0072,966.91
4.0103,966.91
4.0137,966.91
4.0168,966.91
4.0199,966.91
4.0229,966.91
4.0259,966.91
4.0289,966.91
4.0319,966.91
4.035,966.91
4.038,966.91
4.041,966.91
4.044,966.91
4.047,966.91
4.05,966.91
4.053,966.91
4.056,966.91
4.0591,966.91
4.0621,966.91
4.0651,966.91
4.0681,966.91
4.0711,966.91
4.0741,966.91
4.0771,966.91
4.0802,966.91
4.0832,966.91
4.0862,966.91
4.0892,966.91
4.0922,966.91
4.0952,966.91
4.0983,966.91
4.1013,966.91
4.1043,966.91
4.1073,966.91
4.1103,966.91
4.1134,966.91
4.1164,966.91
4.1194,966.91
4.1224,966.91
4.1254,966.91
4.1284,966.91
4.1315,966.91
4.1345,966.91
4.1375,966.91
4.1405,966.91
4.1435,966.91
4.1465,966.91
4.1495,966.91
4.1526,966.91
4.1556,966.91
4.1586,966.91
4.1616,966.91
4.1646,966.91
4.1676,966.91
4.1707,966.91
4.1737,966.91
4.1767,966.91
4.1797,966.91
4.1827,966.91
4.1857,966.91
4.1888,966.91
4.1919,966.91
4.1949,966.91
4.1979,966.91
4.2009,966.91
4.2039,966.91
4.207,966.91
4.21,966.91
4.213,966.91
4.216,966.91
4.219,966.91
4.222,966.91
4.225,966.91
4.228,966.91
4.2311,966.91
4.2341,966.91
4.2371,966.91
4.2401,966.91
4.2431,966.91
4.2461,966.91
4.2491,966.91
4.2522,966.91
4.2552,966.91
4.2582,966.91
4.2612,966.91
4.2642,966.91
4.2672,966.91
4.2702,966.91
4.2733,966.91
4.2763,966.91
4.2793,966.91
4.2823,966.91
4.2853,966.91
4.2883,966.91
4.2913,966.91
4.2943,966.91
4.2974,966.91
4.3004,966.91
4.3034,966.91
4.3064,966.91
4.3094,966.91
4.3125,966.91
4.3155,966.91
4.3185,966.91
4.3215,966.91
4.3245,966.91
4.3275,966.91
4.3305,966.91
4.3336,966.91
4.3366,966.91
4.3396,966.91
4.3426,966.91
4.3456,966.91
4.3486,966.91
4.3516,966.91
4.3546,966.91
4.3576,966.91
4.3606,966.91
4.3637,966.91
4.3667,966.91
4.3697,966.91
4.3727,966.91
4.3757,966.91
4.3787,966.91
4.3817,966.91
4.3848,966.91
4.3878,966.91
4.3908,966.91
4.3938,966.91
4.3968,966.91
4.3998,966.91
4.4028,966.91
4.4058,966.91
4.4089,966.91
4.4119,966.91
4.4149,966.91
4.4179,966.91
4.4209,966.91
4.4239,966.91
4.4269,966.91
4.43,966.91
4.433,966.91
4.4361,966.91
4.4391,966.91
4.4421,966.91
4.4451,966.91
4.4481,966.91
4.4511,966.91
4.4541,966.91
4.4572,966.91
4.4602,966.91
4.4632,966.91
4.4662,966.91
4.4692,966.91
4.4722,966.91
4.4753,966.91
4.4783,966.91
4.4813,966.91
4.4843,966.91
4.4873,966.91
4.4903,966.91
4.4933,966.91
4.4963,966.91
4.4994,966.91
4.5024,966.91
4.5054,966.91
4.5084,966.91
4.5114,966.91
4.5144,966.91
4.5175,966.91
4.5205,966.91
4.5235,966.91
4.5265,966.91
4.5295,966.91
4.5325,966.91
4.5355,966.91
4.5386,966.91
4.5416,967.18
4.5446,967.18
4.5476,967.18
4.5506,967.18
4.554,967.18
4.557,967.18
4.5601,967.18
4.5631,967.18
4.5661,967.18
4.5691,967.18
4.5722,967.18
4.5752,967.18
4.5782,967.18
4.5812,967.18
4.5842,967.18
4.5872,967.18
4.5902,967.18
4.5933,967.18
4.5963,967.18
4.5993,967.18
4.6023,967.18
4.6053,967.18
4.6083,967.18
4.6113,967.18
4.6144,967.18
4.6174,967.18
4.6204,967.18
4.6234,967.18
4.6264,967.18
4.6294,967.18
4.6324,967.18
4.6355,967.18
4.6385,967.18
4.6415,967.18
4.6445,967.18
4.6475,967.18
4.6505,967.18
4.6536,967.18
4.6566,967.18
4.6596,967.18
4.6626,967.18
4.6656,967.18
4.6686,967.18
4.6716,967.18
4.6746,967.18
4.6777,967.18
4.6807,967.18
4.6837,967.18
4.6867,967.18
4.6897,967.18
4.6927,967.18
4.6957,967.18
4.6987,967.18
4.7018,967.18
4.7048,967.18
4.7078,967.18
4.7108,967.18
4.7138,967.18
4.7168,967.18
4.7198,967.18
4.7228,967.18
4.7259,967.18
4.7289,967.18
4.7319,967.18
4.7349,967.18
4.7379,967.18
4.7409,967.18
4.7439,967.18
